source_id,title,url,record_statuses,recorded_check_dates,latest_retrieval_scope,hands_on_scope
REF-ebaca6063caa,Design Council: The Double Diamond,https://www.designcouncil.org.uk/resources/the-double-diamond/,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-013025dea91a,GOV.UK: Government design principles,https://www.gov.uk/guidance/government-design-principles,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-592bb7980df7,ISO 9241-11:2018 — public catalog,https://www.iso.org/standard/63500.html,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-6305f2e386d2,ISO 9241-210:2019 — public catalog,https://www.iso.org/standard/77520.html,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-77101ef2cf8f,Microsoft: Patterns of Trustworthy Experimentation,https://www.microsoft.com/en-us/research/articles/patterns-of-trustworthy-experimentation-pre-experiment-stage/,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-a5f1a24e84a8,NN/G: Definition of user experience,https://www.nngroup.com/articles/definition-user-experience/,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-af67b18a6046,NN/G: Hamburger menus and hidden navigation,https://www.nngroup.com/articles/hamburger-menus/,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-f4304c29ed4c,NN/G: Information scent,https://www.nngroup.com/articles/information-scent/,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-7e51c92130b7,NN/G: Five principles of visual design,https://www.nngroup.com/articles/principles-visual-design/,historical-reviewed-record; linked-in-imported-research,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-e06397da98f3,NN/G: Progressive disclosure,https://www.nngroup.com/articles/progressive-disclosure/,historical-reviewed-record; linked-in-imported-research,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-e17bbd264207,NN/G: Ten usability heuristics,https://www.nngroup.com/articles/ten-usability-heuristics/,historical-reviewed-record; linked-in-imported-research,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-d0fe6b506295,OECD/JRC: Handbook on Constructing Composite Indicators,https://www.oecd.org/content/dam/oecd/en/publications/reports/2008/08/handbook-on-constructing-composite-indicators-methodology-and-user-guide_g1gh9301/9789264043466-en.pdf,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-a41687d6aaf6,Pew: Google clicks when an AI summary appears,https://www.pewresearch.org/short-reads/2025/07/22/google-users-are-less-likely-to-click-on-links-when-an-ai-summary-appears-in-the-results/,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-a3b0aa493d7c,W3C: Web Content Accessibility Guidelines 2.2,https://www.w3.org/TR/WCAG22/,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-542fdaa365c1,W3C: Understanding Contrast (Minimum),https://www.w3.org/WAI/WCAG22/Understanding/contrast-minimum.html,historical-reviewed-record; linked-in-imported-research,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-64c0c72ca885,"W3C: Understanding Pause, Stop, Hide",https://www.w3.org/WAI/WCAG22/Understanding/pause-stop-hide.html,historical-reviewed-record; linked-in-imported-research,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-4b832cd9e38b,W3C: Understanding Target Size (Enhanced),https://www.w3.org/WAI/WCAG22/Understanding/target-size-enhanced.html,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-0bc2230aa569,W3C: Understanding Target Size (Minimum),https://www.w3.org/WAI/WCAG22/Understanding/target-size-minimum.html,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-7cea1e057cc7,"W3C: Accessibility, usability and inclusion",https://www.w3.org/WAI/fundamentals/accessibility-usability-inclusion/,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-95ea3415e804,W3C: Involving users in evaluating web accessibility,https://www.w3.org/WAI/test-evaluate/involving-users/,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-67c51dc142f6,GitHub repositories and privacy,https://docs.github.com/en/repositories/creating-and-managing-repositories/about-repositories,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-de0d519117f3,GitHub browser file editing,https://docs.github.com/en/repositories/working-with-files/managing-files/editing-files,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-5f99450a978a,GitHub file history and Markdown preview,https://docs.github.com/en/repositories/working-with-files/using-files/viewing-and-understanding-files,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-6ff84be9fb5e,GitHub issues for ideas and tasks,https://docs.github.com/en/issues/tracking-your-work-with-issues/learning-about-issues/about-issues,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-3d2b23d8db32,Notion database properties and views,https://www.notion.com/help/intro-to-databases,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-7123cec0e672,Notion web clipping,https://www.notion.com/help/web-clipper,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-ba8b4e41855c,Notion exports and their limitations,https://www.notion.com/help/export-your-content,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-d089a508962b,Google Drive file access,https://support.google.com/a/users/answer/9310458?hl=en,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-aec4805d225b,Google Docs editing Markdown files,https://support.google.com/docs/answer/18289341?hl=en,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-5f35350e3539,GitHub rendered README navigation and images,https://docs.github.com/en/repositories/managing-your-repositorys-settings-and-features/customizing-your-repository/about-readmes,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-5a40cf289546,Notion galleries and image previews,https://www.notion.com/help/galleries,historical-reviewed-record,2026-09-19,see original record; not refreshed in lab wave,not established by this catalog
REF-5a98a3ddb628,Best Practice Guides,https://www.figma.com/best-practices/guides/,discovered-scope-seed; index-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-080c1e68aef2,Figma Design Help Center,https://help.figma.com/hc/en-us/categories/360002042553-Figma-Design,discovered-scope-seed; index-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-1fad1b4f22ad,Explore design files,https://help.figma.com/hc/en-us/articles/15297425105303-Explore-design-files,body-retrieved-not-reviewed; sections-reviewed,2026-09-20,"public Design article body, 2026-09-20",not established by this catalog
REF-fb7538963b7d,Access design tools from the toolbar,https://help.figma.com/hc/en-us/articles/360041064174-Access-design-tools-from-the-toolbar,body-retrieved-not-reviewed; sections-reviewed,2026-09-20,"public Design article body, 2026-09-20",not established by this catalog
REF-cbad9cca5ea4,Groups versus frames,https://www.figma.com/best-practices/groups-versus-frames/,sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-4d8c8cb7d304,Guide to auto layout,https://help.figma.com/hc/en-us/articles/360040451373-Guide-to-auto-layout,body-retrieved-not-reviewed; sections-reviewed; sections-reviewed-and-applied-in-fixture,2026-09-20,"public Design article body, 2026-09-20",bounded Figma fixture; see evidence
REF-d4ed692977df,Grid auto layout,https://help.figma.com/hc/en-us/articles/31289469907863-Use-the-grid-auto-layout-flow,body-retrieved-not-reviewed; sections-reviewed; sections-reviewed-and-applied-in-fixture,2026-09-20,"public Design article body, 2026-09-20",bounded Figma fixture; see evidence
REF-d6e2efde6208,Guide to components,https://help.figma.com/hc/en-us/articles/360038662654-Guide-to-components-in-Figma,body-retrieved-not-reviewed; sections-reviewed,2026-09-20,"public Design article body, 2026-09-20",not established by this catalog
REF-fb78386aa4af,Component properties,https://help.figma.com/hc/en-us/articles/5579474826519-Explore-component-properties,body-retrieved-not-reviewed; sections-reviewed,2026-09-20,"public Design article body, 2026-09-20",not established by this catalog
REF-22ef14e09349,Slots,https://help.figma.com/hc/en-us/articles/38231200344599-Use-slots-to-build-flexible-components-in-Figma,body-retrieved-not-reviewed; sections-reviewed,2026-09-20,"public Design article body, 2026-09-20",not established by this catalog
REF-32317c36f259,Variants,https://help.figma.com/hc/en-us/articles/360056440594-Create-and-use-variants,body-retrieved-not-reviewed; sections-reviewed,2026-09-20,"public Design article body, 2026-09-20",not established by this catalog
REF-d1508a650198,"Variable types, collections and modes",https://help.figma.com/hc/en-us/articles/14506821864087-Overview-of-variables-collections-and-modes,body-retrieved-not-reviewed; sections-reviewed,2026-09-20,"public Design article body, 2026-09-20",not established by this catalog
REF-dc8c277f6867,Create variables and aliases,https://help.figma.com/hc/en-us/articles/15145852043927-Create-and-manage-variables,sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-64bb7650a593,Variable modes,https://help.figma.com/hc/en-us/articles/15343816063383-Modes-for-variables,body-retrieved-not-reviewed; sections-reviewed,2026-09-20,"public Design article body, 2026-09-20",not established by this catalog
REF-7e3c15068286,Typography systems,https://www.figma.com/best-practices/typography-systems-in-figma/,sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-679e00e23f73,Text properties,https://help.figma.com/hc/en-us/articles/360039956634-Explore-text-properties,body-retrieved-not-reviewed; sections-reviewed; sections-reviewed-and-applied-in-fixture,2026-09-20,"public Design article body, 2026-09-20",bounded Figma fixture; see evidence
REF-7afa300c0348,Connect prototypes,https://help.figma.com/hc/en-us/articles/360040315773-Connect-your-prototype,body-retrieved-not-reviewed; sections-reviewed,2026-09-20,"public Design article body, 2026-09-20",not established by this catalog
REF-8ffe28b15fd4,Smart Animate,https://help.figma.com/hc/en-us/articles/360039818874-Smart-animate-layers-between-frames,body-retrieved-not-reviewed; sections-reviewed,2026-09-20,"public Design article body, 2026-09-20",not established by this catalog
REF-c1aa36877bc1,Multiple actions and conditionals,https://help.figma.com/hc/en-us/articles/15253220891799-Multiple-actions-and-conditionals,body-retrieved-not-reviewed; sections-reviewed,2026-09-20,"public Design article body, 2026-09-20",not established by this catalog
REF-4a162542524e,Motion timeline,https://help.figma.com/hc/en-us/articles/41405906446999-Use-the-Figma-Motion-timeline,sections-reviewed; sections-reviewed-and-applied,2026-09-20,"Timeline, auto-keyframe, time, duration, playback and tracks; open beta.",tools/figma/evidence/lab/motion-and-vector.md
REF-c804e9b8bca8,Explore Figma Draw,https://help.figma.com/hc/en-us/articles/31440394517143-Explore-Figma-Draw,sections-reviewed; body-retrieved-not-reviewed; sections-reviewed-and-applied,2026-09-20,Illustration mode changes tools and sidebars; Design mode retains other controls.,tools/figma/evidence/lab/motion-and-vector.md
REF-cb648eb739f0,Sites breakpoints,https://help.figma.com/hc/en-us/articles/31242797809815-Add-or-delete-breakpoints-in-a-webpage,sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-3ac496766d7e,Figma agent,https://help.figma.com/hc/en-us/articles/37998629035799-Work-with-the-Figma-agent-in-design-files,body-retrieved-not-reviewed; sections-reviewed,2026-09-20,"public Design article body, 2026-09-20",not established by this catalog
REF-6a38b86196a7,AI credits,https://help.figma.com/hc/en-us/articles/33459875669015-How-AI-credits-work,sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-ba4df8e9062e,Generate plugins,https://help.figma.com/hc/en-us/articles/43028920030743-Generate-plugins-with-the-Figma-agent,sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-75ffc0e085a2,Figma MCP,https://developers.figma.com/docs/figma-mcp-server/,sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-1697261ecc46,Code Connect,https://developers.figma.com/docs/code-connect/,sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-3e71a0a1b333,Code Connect UI,https://developers.figma.com/docs/code-connect/code-connect-ui-setup/,sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-706fa8e5d4c0,Weave knowledge center,https://help.weavy.ai/en/,index-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-c1d1a465e02d,Weave editor,https://help.weavy.ai/en/collections/15341378-weave-s-editor,index-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-f530f301469b,Buzz overview,https://help.figma.com/hc/en-us/articles/31271566667543-Guide-to-Figma-Buzz,sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-fd33fa22bcdc,Buzz bulk create,https://help.figma.com/hc/en-us/articles/31271824185623-Bulk-create-assets-in-Figma-Buzz,sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-87ee39695291,Slides overview,https://help.figma.com/hc/en-us/articles/24170630629911-Explore-Figma-Slides,sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-4f8378403078,Slides live interactions,https://help.figma.com/hc/en-us/articles/24246820870807-Add-live-interactions-to-slides,excerpt-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-c7fa1b0600b2,Static exports,https://help.figma.com/hc/en-us/articles/360040028114-Export-static-designs-from-Figma,body-retrieved-not-reviewed; sections-reviewed,2026-09-20,"public Design article body, 2026-09-20",not established by this catalog
REF-85f41a3c70a0,Release notes,https://www.figma.com/release-notes/,discovered-scope-seed; sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-74b10d9c2aef,Component architecture,https://www.figma.com/best-practices/component-architecture/,sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-9182b7c139bd,"Components, styles and libraries",https://www.figma.com/best-practices/components-styles-and-shared-libraries/,sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-9c162c561a0f,Product overview,https://help.figma.com/hc/en-us/articles/14563969806359-What-is-Figma,sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-168db75fa629,Plugin API,https://developers.figma.com/docs/plugins/,excerpt-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-94ab8c01788e,Use ChatGPT with Figma,https://help.figma.com/hc/en-us/articles/35326636109975-Use-ChatGPT-with-Figma,relevant-sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-d2b473ccc7df,Codex and Figma: Set up the MCP server,https://help.figma.com/hc/en-us/articles/39888629089175-Codex-and-Figma-Set-up-the-MCP-server,relevant-sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-399a27d872e1,Write to canvas,https://developers.figma.com/docs/figma-mcp-server/write-to-canvas/,relevant-sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-379a75fd1009,Code to canvas,https://developers.figma.com/docs/figma-mcp-server/code-to-canvas/,relevant-sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-769a7338a001,Building frontend UIs with Codex and Figma,https://developers.openai.com/blog/building-frontend-uis-with-codex-and-figma,relevant-sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-798e70518618,Plugins,https://learn.chatgpt.com/docs/plugins,relevant-sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-780d4cde47da,Custom instructions with AGENTS.md,https://learn.chatgpt.com/docs/agent-configuration/agents-md,relevant-sections-reviewed,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-92938eff179a,Prompting,https://learn.chatgpt.com/docs/prompting,page-opened,2026-09-20,see original record; not refreshed in lab wave,not established by this catalog
REF-333cabc5b9c2,Figma Design,https://www.figma.com/design/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-dc02a9208c35,Figma Make,https://www.figma.com/make/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-9819f12c4e3f,Figma Weave,https://weave.figma.com/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-7a7db4a6a365,Dev Mode,https://www.figma.com/dev-mode/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-d79440084470,Figma Motion,https://www.figma.com/motion/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-c0c745b10eef,FigJam,https://www.figma.com/figjam/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-b0bad526d68f,Figma Slides,https://www.figma.com/slides/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-8cc7325e4c4f,Figma Draw,https://www.figma.com/draw/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-e737c592ef79,Figma Sites,https://www.figma.com/sites/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-6fb02e871d80,Figma Buzz,https://www.figma.com/buzz/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-07f19c942969,Design and explore,https://www.figma.com/design-explore/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-cf4dc9220c21,Build and ship products,https://www.figma.com/build-ship/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-99369c502acd,AI workflows,https://www.figma.com/ai/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-6f66e8d9ce44,Downloads,https://www.figma.com/downloads/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-57120e50bded,Pricing,https://www.figma.com/pricing/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-585d99e6050f,Enterprise,https://www.figma.com/enterprise/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-1c8bf5bf7707,Organization,https://www.figma.com/organization/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-04dced1d4e47,Professional,https://www.figma.com/professional/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-1d77ff6252a9,UI design,https://www.figma.com/ui-design-tool/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-5be933b67144,UX design,https://www.figma.com/ux-design-tool/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-2207c0b5111d,Wireframing,https://www.figma.com/wireframe-tool/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-8cf5d8ba2288,Diagramming,https://www.figma.com/figjam/diagramming-tool/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-b197b4e523e3,Prototyping,https://www.figma.com/prototyping/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-ff961b32a8d4,Brainstorming,https://www.figma.com/figjam/brainstorming-tool/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-d1a471e0948f,Presentation Maker,https://www.figma.com/presentation-maker/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-413c98063856,Online whiteboard,https://www.figma.com/figjam/online-whiteboard/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-d4404aa8ac1c,Strategic planning,https://www.figma.com/figjam/strategic-planning/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-51ab127139ce,Mind mapping,https://www.figma.com/figjam/mind-map/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-91016265f142,AI website generator,https://www.figma.com/solutions/ai-website-generator/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-237476bb8f17,AI design generator,https://www.figma.com/solutions/ai-design-generator/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-ee6c2d1abde1,AI app builder,https://www.figma.com/solutions/ai-app-builder/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-9b12cdb20f94,AI UI generator,https://www.figma.com/solutions/ai-ui-generator/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-f376ac76795b,Weave AI tool,https://www.figma.com/solutions/figma-ai-tool-weave/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-2fcac2b35511,AI design agent,https://www.figma.com/solutions/ai-design-agent/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-01a4a30f8e02,Blog,https://www.figma.com/blog/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-092de4871991,Best practices,https://www.figma.com/best-practices/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-e2639ff5f54e,Gradient Library,https://www.figma.com/gradients/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-9d265baa5a08,Gradient Generator,https://www.figma.com/gradient-generator/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-fd0be94892e0,GIF maker,https://www.figma.com/gif-maker/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-308a987ad3ec,Color wheel,https://www.figma.com/color-wheel/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-0064eabc7689,Colors,https://www.figma.com/colors/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-b9ff7c3e793f,Color picker,https://www.figma.com/color-picker/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-a39746022f84,Font Library,https://www.figma.com/fonts/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-e85a0b9b61e0,Templates,https://www.figma.com/templates/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-6a6596259ce1,Developers,https://www.figma.com/developers/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-110dd335e179,Integrations,https://www.figma.com/product-integrations/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-e01f7e6be718,Affiliate program,https://www.figma.com/affiliate-program/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-869d63d56e24,Resource library,https://www.figma.com/resource-library/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-b180ed8146d1,Reports and insights,https://www.figma.com/reports/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-87b7c19b4184,Legal and privacy,https://www.figma.com/legal/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-23b27c844430,Impressum,https://www.figma.com/legal/impressum/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-b8425cc71501,Support,https://help.figma.com/hc/en-us,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-b41d95ba44d4,Status,https://status.figma.com/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-e80305b90cb6,Modern slavery statement,https://static.figma.com/uploads/35bc6db4415269cfeace41c8c4637945a85732b2.pdf,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-c40419ea49b4,Climate disclosure statement,https://static.figma.com/uploads/d2a204b5cc4d64ff539fcd445d0ddedab7dc00f6,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-76c32456886a,Events,https://www.figma.com/events/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-34bcc7d18478,Customers,https://www.figma.com/customers/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-eb72fa97b147,Careers,https://www.figma.com/careers/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-73da8f10a3d8,Newsroom,https://www.figma.com/newsroom/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-521eee394870,Brand assets,https://www.figma.com/using-the-figma-brand/,discovered-scope-seed,,see original record; not refreshed in lab wave,not established by this catalog
REF-3f1e234d1c2c,https://geist.co/work/anthropic,https://geist.co/work/anthropic,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-5bac4dbe1581,https://investors.oatly.com/static-files/530eaa69-0fb0-40e9-9aac-1147bb6eea14,https://investors.oatly.com/static-files/530eaa69-0fb0-40e9-9aac-1147bb6eea14,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-ebb2ff3a4c88,https://tbwa.com/news/,https://tbwa.com/news/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-ffa0e468b067,https://www.craftinginevitability.com/,https://www.craftinginevitability.com/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-fc43a8919df3,https://www.linkedin.com/posts/tbwa_our-global-design-studio-dxd-have-taken-us-activity-7492923688888184832-YRdB,https://www.linkedin.com/posts/tbwa_our-global-design-studio-dxd-have-taken-us-activity-7492923688888184832-YRdB,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-56ce8c78ff3c,https://www.linkedin.com/posts/zacharyheffner_strategylab-brandstrategy-productfeatures-activity-7461071131668807680-sJwT,https://www.linkedin.com/posts/zacharyheffner_strategylab-brandstrategy-productfeatures-activity-7461071131668807680-sJwT,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-df2c945a2d94,https://www.theaisthetes.com/,https://www.theaisthetes.com/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-085fd3e04a53,https://www.zachheffner.com/,https://www.zachheffner.com/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-3edcf1ef6ab1,https://www.zachheffner.com/privacy-policy,https://www.zachheffner.com/privacy-policy,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-15865b40a662,https://lucyeden.design/,https://lucyeden.design/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
